Date,y_Tp4_PriceChg_c0,y_Tp4_PriceChg_c1,y_Tp4_PriceChg_c2,y_Tp4_PriceChg_c3,y_Tp4_PriceChg_c4,y_Tp4_PriceChg_c5,pc_pred
1987-05-08,0.009197,0.0,0.013573,0.007065,0.581598,0.386872,0.4186955596961877
1987-05-11,0.000724,0.0,0.011307,0.059503,0.8413,0.087012,0.32874010368755424
1987-05-12,0.000245,0.0,0.008913,0.46776,0.49167,0.031373,0.2087400721978271
1987-05-13,0.000232,0.0,0.01522,0.324234,0.641919,0.018341,0.23966216761494896
1987-05-14,0.000293,0.0,0.0093,0.224747,0.724999,0.040611,0.2740994449309464
1987-05-15,0.000304,0.0,0.00439,0.348048,0.593422,0.053788,0.24787572010875045
1987-05-18,6.5e-05,0.0,0.027991,0.835966,0.133352,0.002596,0.09747559618935732
1987-05-19,0.001029,0.000585,0.332598,0.649707,0.01571,0.0,0.017320695084685804
1987-05-20,0.001013,0.000792,0.457813,0.530124,0.010106,0.0,-0.0037413582318899124
1987-05-21,0.001771,0.001406,0.48389,0.50766,0.005144,0.0,-0.009677203027291368
1987-05-22,0.003506,0.002564,0.401119,0.575475,0.016466,0.0,0.0049003962483253885
1987-05-26,0.006029,0.005579,0.745299,0.242985,0.000104,0.0,-0.05531046638372412
1987-05-27,0.005643,0.005319,0.740289,0.248489,0.000253,0.0,-0.05421347047202414
1987-05-28,0.016023,0.013895,0.694925,0.274857,0.00028,0.0,-0.05509753088618083
1987-05-29,0.01524,0.013487,0.695963,0.275065,0.000231,0.0,-0.054753963861810466
1987-06-01,0.007403,0.007987,0.697265,0.2868,0.000523,0.0,-0.04920140859428806
1987-06-02,0.00521,0.00437,0.711179,0.278904,0.00033,0.0,-0.0491064996937906
1987-06-03,0.005186,0.004717,0.686241,0.303599,0.00025,0.0,-0.04534175249848868
1987-06-04,0.046812,0.052225,0.726264,0.174361,0.000302,0.0,-0.0881629735168243
1987-06-05,0.043914,0.060663,0.724676,0.170454,0.000248,0.0,-0.08949639306024684
1987-06-08,0.140855,0.148887,0.524932,0.183502,0.001337,0.0,-0.13538285756660415
1987-06-09,0.257464,0.436576,0.266749,0.033664,0.002104,0.0,-0.25167137118739275
1987-06-10,0.182767,0.290086,0.478281,0.046777,0.001196,0.0,-0.19769038635965153
1987-06-11,0.165463,0.350575,0.298435,0.182922,0.001329,0.0,-0.18248306084145446
1987-06-12,0.463092,0.447986,0.069978,0.005748,0.0,0.008618,-0.31941291891857954
1987-06-15,0.463107,0.459774,0.067057,3.8e-05,0.0,0.007635,-0.32347833674348886
1987-06-16,0.624256,0.302304,0.057371,0.0,0.000304,0.014697,-0.340041511803159
1987-06-17,0.278145,0.521567,0.192208,0.005582,0.0,0.00145,-0.2793069100741771
1987-06-18,0.127574,0.401217,0.438764,0.031394,0.000427,0.0,-0.20417897690472886
1987-06-19,0.230003,0.494195,0.253712,0.021065,0.0,0.00041,-0.25679653421963955
1987-06-22,0.206103,0.392296,0.378845,0.021396,0.0,0.000105,-0.22941178602636947
1987-06-23,0.138014,0.285365,0.529293,0.046981,0.000157,0.0,-0.18278815503065377
1987-06-24,0.018959,0.01879,0.785521,0.1766,0.000119,0.0,-0.07241141024938634
1987-06-25,0.006457,0.00331,0.677742,0.312079,0.000399,0.0,-0.04409206011312916
1987-06-26,0.000816,8.4e-05,0.201468,0.760536,0.03568,0.0,0.043187441841215916
1987-06-29,0.004822,0.00319,0.548562,0.443024,0.000391,0.0,-0.02308976280612017
1987-06-30,0.004724,0.002213,0.506244,0.474626,0.011977,0.0,-0.01310159891890206
1987-07-01,8.3e-05,0.0,0.200435,0.783773,0.015467,5.3e-05,0.03860129940395655
1987-07-02,0.000358,0.000173,0.278963,0.707483,0.012834,0.0,0.0254314275326723
1987-07-06,0.000731,0.0,0.01737,0.800065,0.170246,0.011296,0.11305162068414006
1987-07-07,0.009087,0.005963,0.618841,0.36513,0.000953,0.0,-0.0369377094037697
1987-07-08,0.031487,0.045512,0.697657,0.224787,0.000488,0.0,-0.07395535457371853
1987-07-09,0.015452,0.022341,0.750387,0.211615,0.00019,0.0,-0.0664686231129145
1987-07-10,0.004775,0.004555,0.640235,0.349823,0.000594,0.0,-0.03781320790778666
1987-07-13,0.011009,0.009351,0.648979,0.329633,0.000988,0.0,-0.043744724820162895
1987-07-14,0.022801,0.020715,0.708688,0.247348,0.000415,0.0,-0.06284906040231543
1987-07-15,0.003622,0.002296,0.560588,0.432374,0.001083,0.0,-0.023902721398487432
1987-07-16,0.003693,0.001379,0.370056,0.598642,0.025694,0.0,0.0124912849163965
1987-07-17,0.005565,0.004889,0.676594,0.312199,0.000731,0.0,-0.04395297892256416
1987-07-20,0.002314,0.001616,0.541701,0.452747,0.001602,0.0,-0.019952031275378486
1987-07-21,0.003477,0.002386,0.604145,0.388434,0.001532,0.0,-0.030551648283758503
1987-07-22,0.003718,0.002646,0.598038,0.392613,0.002949,0.0,-0.02943769300145508
1987-07-23,0.013181,0.01116,0.628415,0.345186,0.001965,0.0,-0.04195692805576006
1987-07-24,0.003104,0.001353,0.515384,0.475709,0.004365,0.0,-0.015415810822441024
1987-07-27,0.000655,0.0,0.113684,0.832997,0.05034,0.001417,0.06160319800157057
1987-07-28,0.00077,0.00026,0.240055,0.743256,0.015436,0.0,0.031953295527594454
1987-07-29,0.001984,0.001182,0.553742,0.440579,0.002487,0.0,-0.0212939082128184
1987-07-30,0.00441,0.003403,0.546914,0.442153,0.003061,0.0,-0.022020868898808294
1987-07-31,0.001567,0.000344,0.298983,0.682695,0.016136,0.0,0.022514995316620816
1987-08-03,0.009711,0.009594,0.690793,0.289261,0.000609,0.0,-0.04983733949243887
1987-08-04,0.006616,0.004707,0.613007,0.374899,0.000753,0.0,-0.03445399896358072
1987-08-05,0.00656,0.00525,0.491145,0.491468,0.00542,0.0,-0.01438141103440322
1987-08-06,0.003424,0.001016,0.284463,0.700948,0.009881,0.0,0.022037802537640264
1987-08-07,0.002985,0.001126,0.255118,0.71445,0.025701,0.0,0.030869564690854816
1987-08-10,0.001348,0.0,0.135862,0.797999,0.063302,0.000409,0.06061033579546737
1987-08-11,0.000714,0.0,0.019934,0.731534,0.239997,0.007612,0.12875113841826066
1987-08-12,0.001042,0.0,0.006299,0.64947,0.314002,0.029012,0.16144678380891175
1987-08-13,0.000739,0.0,0.029928,0.784852,0.177206,0.007091,0.11062826901837117
1987-08-14,0.000909,0.0,0.160488,0.766972,0.070387,0.000789,0.0590559367935893
1987-08-17,0.000612,0.0,0.149167,0.759966,0.088373,0.001384,0.06594531132615467
1987-08-18,0.00012,0.0,0.012358,0.764141,0.216159,0.007168,0.12381295854732093
1987-08-19,0.000107,0.0,0.17439,0.737317,0.087355,0.000596,0.06157567392772893
1987-08-20,0.000183,0.0,0.181376,0.778468,0.039304,0.000224,0.04778254563318639
1987-08-21,0.000164,0.0,0.029793,0.809454,0.156118,0.004398,0.1040150644653356
1987-08-24,0.000136,0.0,0.034942,0.819389,0.141653,0.003782,0.099142050427924
1987-08-25,0.000124,0.0,0.116201,0.821878,0.060802,0.000876,0.06393541525617194
1987-08-26,0.002123,0.000333,0.153781,0.798363,0.044426,0.0,0.05221855431363105
1987-08-27,0.002465,0.001519,0.442357,0.546909,0.006647,0.0,-0.0031703115422416456
1987-08-28,0.004138,0.003173,0.59633,0.394918,0.00141,0.0,-0.02995512917492294
1987-08-31,0.025727,0.02841,0.720232,0.225143,0.000438,0.0,-0.06874429804516545
1987-09-01,0.04181,0.038734,0.731865,0.186891,0.00064,0.0,-0.08183057090307438
1987-09-02,0.012321,0.008402,0.684479,0.294313,0.000464,0.0,-0.04972080534169537
1987-09-03,0.0098,0.006912,0.659395,0.323299,0.000576,0.0,-0.044043671741015505
1987-09-04,0.005725,0.003274,0.673072,0.317636,0.000286,0.0,-0.043028161964282295
1987-09-08,0.003249,0.001284,0.412339,0.577669,0.005367,0.0,0.0008944942783934309
1987-09-09,0.008343,0.008314,0.626336,0.355654,0.001284,0.0,-0.03849251503749233
1987-09-10,0.010712,0.008721,0.720793,0.25964,0.000126,0.0,-0.0548209484374229
1987-09-11,0.001375,0.000973,0.420952,0.573923,0.002711,0.0,-0.00013071659189287002
1987-09-14,0.00261,0.001347,0.322553,0.665334,0.007984,0.0,0.01587667084899674
1987-09-15,0.006148,0.004322,0.690981,0.29736,0.001165,0.0,-0.046168734734422595
1987-09-16,0.002072,0.001187,0.470359,0.521737,0.004562,0.0,-0.007778831718068667
1987-09-17,0.002932,0.002276,0.55961,0.43153,0.00357,0.0,-0.0227709202275814
1987-09-18,0.000985,0.0,0.170014,0.726827,0.098767,0.002159,0.0655720750828997
